"ID","adj.P.Val","P.Value","t","B","logFC","SPOT_ID","SPOT_ID.1"
"HTA2-pos-3670250_st",0.796,0.561,-0.589867,-6.72621,-0.0956438,"---","---"
"HTA2-pos-PSR04015456.hg.1",0.796,0.561,0.589726,-6.7263,0.1624338,"---","---"
"TC0500012935.hg.1",0.796,0.561,-0.589582,-6.72638,-0.1360269,"Multiple_Complex","Multiple_Complex"
"TC0100012897.hg.1",0.796,0.561,-0.589429,-6.72647,-0.1266412,"Multiple_Complex","Multiple_Complex"
"TC0700012506.hg.1",0.796,0.562,-0.589318,-6.72654,-0.1237025,"Multiple_Complex","Multiple_Complex"
"TC0200015741.hg.1",0.796,0.562,-0.589272,-6.72657,-0.1069319,"Multiple_Complex","Multiple_Complex"
"TC1000007959.hg.1",0.796,0.562,-0.589153,-6.72664,-0.1314238,"Multiple_Complex","Multiple_Complex"
"TC0600014153.hg.1",0.796,0.562,-0.589047,-6.7267,-0.1313525,"Multiple_Complex","Multiple_Complex"
"HTA2-neg-47422683_st",0.796,0.562,-0.588952,-6.72676,-0.1955469,"---","---"
"TC1100009242.hg.1",0.796,0.562,-0.58867,-6.72693,-0.0914162,"Multiple_Complex","Multiple_Complex"
"TC0900008679.hg.1",0.796,0.562,0.588633,-6.72695,0.0939581,"Coding","Coding"
"TC0800008481.hg.1",0.796,0.562,0.588582,-6.72698,0.1076663,"Multiple_Complex","Multiple_Complex"
"TC1600011493.hg.1",0.796,0.562,0.588499,-6.72703,0.054875,"Multiple_Complex","Multiple_Complex"
"TC0500007267.hg.1",0.797,0.562,-0.588346,-6.72712,-0.1419256,"Multiple_Complex","Multiple_Complex"
"TC0600006925.hg.1",0.797,0.562,0.58831,-6.72715,0.1520819,"Pseudogene","Pseudogene"
"TC1100008392.hg.1",0.797,0.562,-0.588201,-6.72721,-0.075195,"Multiple_Complex","Multiple_Complex"
"HTA2-neg-47419652_st",0.797,0.562,0.588127,-6.72725,0.1610219,"---","---"
"TC1100007876.hg.1",0.797,0.562,-0.588096,-6.72727,-0.2366625,"Multiple_Complex","Multiple_Complex"
"TC1900009310.hg.1",0.797,0.562,0.588018,-6.72732,0.253975,"Multiple_Complex","Multiple_Complex"
"TC0200015887.hg.1",0.797,0.562,-0.587864,-6.72741,-0.1277,"Multiple_Complex","Multiple_Complex"
"TC2200006640.hg.1",0.797,0.563,-0.58768,-6.72752,-0.1015125,"NonCoding","NonCoding"
"TC0900012141.hg.1",0.797,0.563,0.587378,-6.7277,0.1186794,"Multiple_Complex","Multiple_Complex"
"TC0100016034.hg.1",0.797,0.563,-0.587341,-6.72773,-0.0871188,"Coding","Coding"
"TC1600010396.hg.1",0.797,0.563,-0.587296,-6.72775,-0.119565,"Multiple_Complex","Multiple_Complex"
"TC0300013084.hg.1",0.797,0.563,0.587125,-6.72785,0.1136175,"Multiple_Complex","Multiple_Complex"
"TC2000009945.hg.1",0.797,0.563,-0.587044,-6.7279,-0.0997994,"Coding","Coding"
"TC2000009463.hg.1",0.797,0.563,0.587023,-6.72792,0.1195606,"Multiple_Complex","Multiple_Complex"
"TC0X00009160.hg.1",0.797,0.563,0.587022,-6.72792,0.0938937,"Multiple_Complex","Multiple_Complex"
"TC1500009928.hg.1",0.797,0.563,-0.586846,-6.72802,-0.1426594,"Coding","Coding"
"TC0900011499.hg.1",0.797,0.563,0.586837,-6.72803,0.0918794,"Coding","Coding"
"TC0500007077.hg.1",0.797,0.563,-0.586613,-6.72816,-0.10887,"Multiple_Complex","Multiple_Complex"
"TC0500013207.hg.1",0.798,0.563,-0.586419,-6.72828,-0.1428519,"NonCoding","NonCoding"
"HTA2-neg-47424353_st",0.798,0.564,-0.586267,-6.72837,-0.2202587,"---","---"
"TC1700007899.hg.1",0.798,0.564,0.586236,-6.72839,0.1496594,"Multiple_Complex","Multiple_Complex"
"TC1900011423.hg.1",0.798,0.564,-0.586205,-6.7284,-0.0659444,"Multiple_Complex","Multiple_Complex"
"TC1600009864.hg.1",0.798,0.564,0.586185,-6.72842,0.1167475,"Coding","Coding"
"TC0300009795.hg.1",0.798,0.564,-0.585958,-6.72855,-0.1100169,"Coding","Coding"
"TC0900011950.hg.1",0.798,0.564,-0.585793,-6.72865,-0.0889556,"Coding","Coding"
"TC1900011155.hg.1",0.798,0.564,-0.585784,-6.72866,-0.0989837,"Multiple_Complex","Multiple_Complex"
"TC0700013421.hg.1",0.798,0.564,-0.585748,-6.72868,-0.0905531,"Multiple_Complex","Multiple_Complex"
"TC0400010895.hg.1",0.798,0.564,-0.58561,-6.72876,-0.1666562,"Multiple_Complex","Multiple_Complex"
"TC1700012079.hg.1",0.798,0.564,-0.585456,-6.72885,-0.1365162,"Multiple_Complex","Multiple_Complex"
"TC0100014895.hg.1",0.798,0.564,0.585412,-6.72888,0.1161019,"Multiple_Complex","Multiple_Complex"
"HTA2-neg-47420575_st",0.798,0.564,-0.585333,-6.72892,-0.2516638,"---","---"
"TC0600012110.hg.1",0.798,0.564,-0.585201,-6.729,-0.123675,"Multiple_Complex","Multiple_Complex"
"TSUnmapped00000704.hg.1",0.798,0.564,-0.585166,-6.72902,-0.1087006,"Coding","Coding"
"TC0X00010351.hg.1",0.798,0.564,-0.585143,-6.72904,-0.1235206,"Coding","Coding"
"TC0100008216.hg.1",0.798,0.564,0.58513,-6.72905,0.1303025,"Multiple_Complex","Multiple_Complex"
"TC1600008438.hg.1",0.798,0.564,-0.585089,-6.72907,-0.1177312,"Coding","Coding"
"TC0X00007116.hg.1",0.798,0.564,0.585041,-6.7291,0.1670263,"Multiple_Complex","Multiple_Complex"
"TC1700010664.hg.1",0.798,0.564,-0.584987,-6.72913,-0.0951606,"Coding","Coding"
"HTA2-pos-3155318_st",0.798,0.564,-0.584974,-6.72914,-0.1334438,"---","---"
"TC1800007986.hg.1",0.798,0.564,-0.584943,-6.72916,-0.1367319,"Multiple_Complex","Multiple_Complex"
"TC1800009306.hg.1",0.798,0.564,0.584915,-6.72917,0.0993619,"Multiple_Complex","Multiple_Complex"
"TC1000007137.hg.1",0.798,0.565,-0.584808,-6.72924,-0.1184419,"Multiple_Complex","Multiple_Complex"
"TC0100018572.hg.1",0.798,0.565,0.584615,-6.72935,0.1204513,"Coding","Coding"
"TC0200011100.hg.1",0.798,0.565,-0.584377,-6.72949,-0.1046337,"Multiple_Complex","Multiple_Complex"
"TC2000009017.hg.1",0.798,0.565,-0.584317,-6.72953,-0.1667356,"Multiple_Complex","Multiple_Complex"
"TC0600009393.hg.1",0.798,0.565,0.584284,-6.72955,0.1229062,"Multiple_Complex","Multiple_Complex"
"TC2200007477.hg.1",0.798,0.565,0.58423,-6.72958,0.11095,"Multiple_Complex","Multiple_Complex"
"TC1400010647.hg.1",0.798,0.565,-0.584134,-6.72964,-0.0798531,"Coding","Coding"
"TC1600009138.hg.1",0.798,0.565,-0.58411,-6.72965,-0.0810656,"Coding","Coding"
"TC1000007471.hg.1",0.798,0.565,-0.584007,-6.72971,-0.1972413,"Multiple_Complex","Multiple_Complex"
"TC1100007601.hg.1",0.798,0.565,0.583986,-6.72973,0.0977225,"Coding","Coding"
"TC1900006848.hg.1",0.798,0.565,-0.583784,-6.72985,-0.09465,"Multiple_Complex","Multiple_Complex"
"TC0700009646.hg.1",0.799,0.565,0.583351,-6.7301,0.1111463,"Multiple_Complex","Multiple_Complex"
"TC1900009854.hg.1",0.799,0.565,0.583311,-6.73013,0.1214612,"Multiple_Complex","Multiple_Complex"
"TC1500010756.hg.1",0.799,0.566,-0.58326,-6.73016,-0.1376344,"NonCoding","NonCoding"
"TC1500008120.hg.1",0.799,0.566,-0.583253,-6.73016,-0.3370469,"Multiple_Complex","Multiple_Complex"
"TC1900007238.hg.1",0.799,0.566,-0.583234,-6.73017,-0.1660081,"Coding","Coding"
"TC1100009200.hg.1",0.799,0.566,-0.582942,-6.73035,-0.142255,"Multiple_Complex","Multiple_Complex"
"TC0500013364.hg.1",0.799,0.566,0.582934,-6.73035,0.1035875,"Coding","Coding"
"TC1100011410.hg.1",0.799,0.566,0.582678,-6.7305,0.0890719,"Coding","Coding"
"TC1200011311.hg.1",0.799,0.566,0.582516,-6.7306,0.10015,"Multiple_Complex","Multiple_Complex"
"TC0X00011180.hg.1",0.799,0.566,0.5825,-6.73061,0.16491,"Multiple_Complex","Multiple_Complex"
"TC1900011853.hg.1",0.799,0.566,-0.58248,-6.73062,-0.1349344,"Multiple_Complex","Multiple_Complex"
"AFFX-BkGr-GC08_st",0.799,0.566,-0.582443,-6.73064,-0.0859081,"---","---"
"TC1900009824.hg.1",0.8,0.566,-0.581994,-6.73091,-0.0861438,"Multiple_Complex","Multiple_Complex"
"TC1600011517.hg.1",0.8,0.566,0.581967,-6.73093,0.1025281,"Multiple_Complex","Multiple_Complex"
"TC1700009430.hg.1",0.8,0.566,-0.581907,-6.73096,-0.1431144,"Multiple_Complex","Multiple_Complex"
"TC0200006738.hg.1",0.8,0.566,0.581883,-6.73098,0.1244987,"Unassigned","Unassigned"
"TC1500010845.hg.1",0.8,0.567,-0.581769,-6.73104,-0.0959506,"Multiple_Complex","Multiple_Complex"
"TC1600008617.hg.1",0.8,0.567,0.581766,-6.73104,0.0909219,"Multiple_Complex","Multiple_Complex"
"TC0700009036.hg.1",0.8,0.567,-0.581639,-6.73112,-0.1107281,"Coding","Coding"
"TC2100006882.hg.1",0.8,0.567,0.581402,-6.73126,0.1866375,"Coding","Coding"
"TC0100010008.hg.1",0.8,0.567,0.58129,-6.73133,0.0790938,"Coding","Coding"
"TC0200012159.hg.1",0.8,0.567,-0.581186,-6.73139,-0.0907025,"Multiple_Complex","Multiple_Complex"
"TC0500012826.hg.1",0.8,0.567,-0.581172,-6.7314,-0.1138912,"Multiple_Complex","Multiple_Complex"
"TC1300008688.hg.1",0.8,0.567,0.581114,-6.73143,0.093845,"Multiple_Complex","Multiple_Complex"
"TC1300008645.hg.1",0.8,0.567,-0.581051,-6.73147,-0.1953562,"Multiple_Complex","Multiple_Complex"
"TC0100017020.hg.1",0.8,0.567,-0.581007,-6.73149,-0.0947988,"Multiple_Complex","Multiple_Complex"
"TC1900010990.hg.1",0.8,0.567,-0.580857,-6.73158,-0.0896975,"Multiple_Complex","Multiple_Complex"
"TC1700007827.hg.1",0.8,0.567,0.580417,-6.73184,0.096285,"Coding","Coding"
"HTA2-pos-3676060_st",0.8,0.567,-0.580373,-6.73187,-0.2144431,"---","---"
"TC0100008102.hg.1",0.8,0.567,-0.580286,-6.73192,-0.1247244,"NonCoding","NonCoding"
"TC0900009404.hg.1",0.8,0.568,-0.580145,-6.732,-0.1184544,"Multiple_Complex","Multiple_Complex"
"TC0700006632.hg.1",0.8,0.568,-0.580144,-6.732,-0.0977562,"Coding","Coding"
"TSUnmapped00000251.hg.1",0.8,0.568,-0.580071,-6.73205,-0.0997819,"NonCoding","NonCoding"
"TC1600007470.hg.1",0.8,0.568,-0.579963,-6.73211,-0.0983906,"Multiple_Complex","Multiple_Complex"
"TC1700010856.hg.1",0.8,0.568,-0.579898,-6.73215,-0.0953575,"Coding","Coding"
"TC0100007292.hg.1",0.8,0.568,0.579884,-6.73216,0.0754906,"Coding","Coding"
"TC0300014074.hg.1",0.8,0.568,0.579803,-6.73221,0.2998225,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-2999493_st",0.801,0.568,-0.579646,-6.7323,-0.2096738,"---","---"
"TC1600007348.hg.1",0.801,0.568,0.579535,-6.73236,0.1270919,"Multiple_Complex","Multiple_Complex"
"TC1800007696.hg.1",0.801,0.568,-0.579502,-6.73238,-0.1097675,"Multiple_Complex","Multiple_Complex"
"TC1200012534.hg.1",0.801,0.568,-0.579424,-6.73243,-0.1333112,"Unassigned","Unassigned"
"TC0700013324.hg.1",0.801,0.568,0.579423,-6.73243,0.1464887,"Multiple_Complex","Multiple_Complex"
"TC0100008938.hg.1",0.801,0.568,0.579358,-6.73247,0.1843063,"Multiple_Complex","Multiple_Complex"
"TSUnmapped00000410.hg.1",0.801,0.568,-0.579355,-6.73247,-0.0999244,"NonCoding","NonCoding"
"TC1400009780.hg.1",0.801,0.568,0.579348,-6.73248,0.1260488,"Multiple_Complex","Multiple_Complex"
"TC0800012202.hg.1",0.801,0.568,-0.579304,-6.7325,-0.24171,"Multiple_Complex","Multiple_Complex"
"TC0400007315.hg.1",0.801,0.568,-0.57929,-6.73251,-0.0983269,"Multiple_Complex","Multiple_Complex"
"TC1700010831.hg.1",0.801,0.568,-0.579239,-6.73254,-0.1258625,"Multiple_Complex","Multiple_Complex"
"TC0700012996.hg.1",0.801,0.568,0.57917,-6.73258,0.1156,"Multiple_Complex","Multiple_Complex"
"TC0100010144.hg.1",0.801,0.568,0.579095,-6.73262,0.0870719,"Coding","Coding"
"TC1100008328.hg.1",0.801,0.568,-0.578849,-6.73277,-0.0802456,"Multiple_Complex","Multiple_Complex"
"TC2100008168.hg.1",0.801,0.568,0.578848,-6.73277,0.0880563,"Multiple_Complex","Multiple_Complex"
"TC0X00011395.hg.1",0.801,0.568,-0.578777,-6.73281,-0.1511781,"Coding","Coding"
"TC0200012804.hg.1",0.801,0.569,0.578625,-6.7329,0.1456075,"Multiple_Complex","Multiple_Complex"
"TC0400010884.hg.1",0.801,0.569,-0.578539,-6.73295,-0.1205438,"Multiple_Complex","Multiple_Complex"
"TC1100013055.hg.1",0.801,0.569,-0.578494,-6.73298,-0.1224819,"NonCoding","NonCoding"
"TC2000008946.hg.1",0.801,0.569,0.578422,-6.73302,0.1015094,"Multiple_Complex","Multiple_Complex"
"TC0900009225.hg.1",0.801,0.569,-0.578362,-6.73306,-0.0737337,"Multiple_Complex","Multiple_Complex"
"TC0600013951.hg.1",0.801,0.569,-0.578329,-6.73308,-0.106155,"Multiple_Complex","Multiple_Complex"
"TC0500013416.hg.1",0.801,0.569,-0.578059,-6.73324,-0.1041356,"Multiple_Complex","Multiple_Complex"
"TC1100009944.hg.1",0.801,0.569,-0.577907,-6.73332,-0.1057438,"Coding","Coding"
"TC0100016073.hg.1",0.801,0.569,0.577893,-6.73333,0.1100038,"Multiple_Complex","Multiple_Complex"
"TC0700007262.hg.1",0.801,0.569,0.577749,-6.73342,0.19391,"Multiple_Complex","Multiple_Complex"
"TC0500009378.hg.1",0.801,0.569,-0.577611,-6.7335,-0.4029337,"Multiple_Complex","Multiple_Complex"
"TC0500010594.hg.1",0.801,0.569,-0.577596,-6.73351,-0.1068869,"Coding","Coding"
"HTA2-pos-PSR11018238.hg.1",0.801,0.569,-0.577546,-6.73354,-0.155375,"---","---"
"TC0200013324.hg.1",0.801,0.569,0.577492,-6.73357,0.0897594,"Coding","Coding"
"TC0100006681.hg.1",0.801,0.569,-0.577479,-6.73358,-0.104855,"Multiple_Complex","Multiple_Complex"
"TC0700013426.hg.1",0.801,0.569,-0.577458,-6.73359,-0.0949794,"Multiple_Complex","Multiple_Complex"
"TC0600011738.hg.1",0.801,0.57,0.577267,-6.7337,0.1649631,"Multiple_Complex","Multiple_Complex"
"TC1400008746.hg.1",0.801,0.57,0.577201,-6.73374,0.1168156,"Multiple_Complex","Multiple_Complex"
"TC0700012911.hg.1",0.801,0.57,-0.577169,-6.73376,-0.1047588,"Coding","Coding"
"TC0600011403.hg.1",0.801,0.57,-0.577035,-6.73384,-0.1289194,"Coding","Coding"
"TC0600010017.hg.1",0.801,0.57,0.576948,-6.73389,0.1191138,"Multiple_Complex","Multiple_Complex"
"TC1400007039.hg.1",0.802,0.57,-0.576837,-6.73395,-0.1471244,"Multiple_Complex","Multiple_Complex"
"TC0100018481.hg.1",0.802,0.57,0.57678,-6.73399,0.1056631,"Coding","Coding"
"HTA2-pos-PSR17005543.hg.1",0.802,0.57,-0.576735,-6.73401,-0.1374187,"---","---"
"HTA2-pos-PSR05010504.hg.1",0.802,0.57,-0.576627,-6.73408,-0.1282,"---","---"
"TC1900011969.hg.1",0.802,0.57,-0.576616,-6.73408,-0.1101381,"Multiple_Complex","Multiple_Complex"
"TC0300011251.hg.1",0.802,0.57,-0.576451,-6.73418,-0.1219131,"Multiple_Complex","Multiple_Complex"
"TC1400008994.hg.1",0.802,0.57,-0.576345,-6.73424,-0.1005231,"Coding","Coding"
"TC2000007148.hg.1",0.802,0.57,-0.576291,-6.73427,-0.1290263,"Multiple_Complex","Multiple_Complex"
"TC1100009904.hg.1",0.802,0.57,0.576184,-6.73434,0.1248381,"Coding","Coding"
"TC2000009317.hg.1",0.802,0.57,-0.576135,-6.73437,-0.1326156,"Multiple_Complex","Multiple_Complex"
"TC2000010032.hg.1",0.802,0.57,0.576055,-6.73441,0.0886863,"Multiple_Complex","Multiple_Complex"
"TC2000009028.hg.1",0.802,0.57,-0.576027,-6.73443,-0.0954731,"Multiple_Complex","Multiple_Complex"
"TC0400008284.hg.1",0.802,0.57,0.575991,-6.73445,0.1505644,"NonCoding","NonCoding"
"TC1700006655.hg.1",0.802,0.57,0.575965,-6.73447,0.0962919,"Multiple_Complex","Multiple_Complex"
"TC0200010894.hg.1",0.802,0.57,-0.575936,-6.73448,-0.1011725,"Coding","Coding"
"TC0100009305.hg.1",0.802,0.57,0.575867,-6.73452,0.0873513,"Coding","Coding"
"TC0800012005.hg.1",0.802,0.57,0.575782,-6.73457,0.1163994,"Unassigned","Unassigned"
"TC1100011446.hg.1",0.802,0.571,0.575544,-6.73471,0.1440356,"Coding","Coding"
"TSUnmapped00000638.hg.1",0.802,0.571,-0.575434,-6.73478,-0.0910981,"Coding","Coding"
"HTA2-neg-47419829_st",0.802,0.571,0.575405,-6.73479,0.2360144,"---","---"
"TC1500007777.hg.1",0.802,0.571,-0.575027,-6.73502,-0.161455,"Coding","Coding"
"TC0600011471.hg.1",0.802,0.571,-0.574938,-6.73507,-0.1734912,"Multiple_Complex","Multiple_Complex"
"TC0100012788.hg.1",0.802,0.571,0.574826,-6.73513,0.1575294,"Multiple_Complex","Multiple_Complex"
"TC0X00009842.hg.1",0.802,0.571,0.574648,-6.73524,0.112035,"Coding","Coding"
"TC1000010065.hg.1",0.802,0.571,-0.574579,-6.73528,-0.2144931,"Multiple_Complex","Multiple_Complex"
"TC0100014133.hg.1",0.802,0.571,-0.574571,-6.73528,-0.110645,"Multiple_Complex","Multiple_Complex"
"TC1700011793.hg.1",0.802,0.571,0.574509,-6.73532,0.1103487,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR01001661.hg.1",0.803,0.571,0.574382,-6.73539,0.0887312,"---","---"
"TC0200015779.hg.1",0.803,0.572,0.574173,-6.73552,0.1153494,"Multiple_Complex","Multiple_Complex"
"TC1900010748.hg.1",0.803,0.572,0.574163,-6.73552,0.1055238,"Multiple_Complex","Multiple_Complex"
"TC0400008391.hg.1",0.803,0.572,0.573995,-6.73562,0.10477,"Multiple_Complex","Multiple_Complex"
"TC0500010453.hg.1",0.803,0.572,-0.573986,-6.73563,-0.1531081,"Multiple_Complex","Multiple_Complex"
"TC1100010907.hg.1",0.803,0.572,-0.573883,-6.73569,-0.0858312,"Coding","Coding"
"TC1900006766.hg.1",0.803,0.572,0.573777,-6.73575,0.1031069,"Multiple_Complex","Multiple_Complex"
"TC2000009819.hg.1",0.803,0.572,-0.573573,-6.73587,-0.1310406,"Multiple_Complex","Multiple_Complex"
"TC0800009465.hg.1",0.803,0.572,-0.573561,-6.73587,-0.1095125,"Coding","Coding"
"TC0400007455.hg.1",0.803,0.572,0.573375,-6.73598,0.2273331,"Coding","Coding"
"TC1100010859.hg.1",0.803,0.572,0.573113,-6.73614,0.123145,"Coding","Coding"
"TC0600012257.hg.1",0.803,0.572,0.573003,-6.7362,0.1135912,"Coding","Coding"
"TSUnmapped00000651.hg.1",0.803,0.572,0.572962,-6.73622,0.1093519,"Coding","Coding"
"TC0100006954.hg.1",0.803,0.572,-0.572851,-6.73629,-0.1103356,"Multiple_Complex","Multiple_Complex"
"TC1100013056.hg.1",0.803,0.572,-0.572786,-6.73633,-0.1188675,"Multiple_Complex","Multiple_Complex"
"TC0900009076.hg.1",0.803,0.572,-0.572759,-6.73634,-0.1093494,"Multiple_Complex","Multiple_Complex"
"TC0100007471.hg.1",0.803,0.573,-0.572599,-6.73644,-0.1187844,"NonCoding","NonCoding"
"TC1900006436.hg.1",0.803,0.573,-0.572509,-6.73649,-0.1206675,"Multiple_Complex","Multiple_Complex"
"TC0300007385.hg.1",0.803,0.573,-0.572506,-6.73649,-0.0878175,"Multiple_Complex","Multiple_Complex"
"TC1700012471.hg.1",0.803,0.573,-0.572475,-6.73651,-0.1040462,"Multiple_Complex","Multiple_Complex"
"TC1900011096.hg.1",0.803,0.573,0.572347,-6.73658,0.0970962,"Multiple_Complex","Multiple_Complex"
"TC1400009629.hg.1",0.803,0.573,0.572282,-6.73662,0.1268831,"Multiple_Complex","Multiple_Complex"
"TC0700009521.hg.1",0.803,0.573,0.572228,-6.73665,0.0934069,"Coding","Coding"
"TC1900011391.hg.1",0.803,0.573,0.572142,-6.7367,0.1499513,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR06017412.hg.1",0.803,0.573,0.572016,-6.73678,0.1160125,"---","---"
"HTA2-pos-PSR6_apd_hap1001122.hg.1",0.803,0.573,0.572016,-6.73678,0.1160125,"---","---"
"HTA2-pos-PSR6_cox_hap2002759.hg.1",0.803,0.573,0.572016,-6.73678,0.1160125,"---","---"
"HTA2-pos-PSR6_dbb_hap3002672.hg.1",0.803,0.573,0.572016,-6.73678,0.1160125,"---","---"
"HTA2-pos-PSR6_mann_hap4002287.hg.1",0.803,0.573,0.572016,-6.73678,0.1160125,"---","---"
"HTA2-pos-PSR6_mcf_hap5002429.hg.1",0.803,0.573,0.572016,-6.73678,0.1160125,"---","---"
"HTA2-pos-PSR6_qbl_hap6002740.hg.1",0.803,0.573,0.572016,-6.73678,0.1160125,"---","---"
"HTA2-pos-PSR6_ssto_hap7002428.hg.1",0.803,0.573,0.572016,-6.73678,0.1160125,"---","---"
"TC0900009164.hg.1",0.803,0.573,0.571959,-6.73681,0.1870188,"Multiple_Complex","Multiple_Complex"
"TC0900009489.hg.1",0.803,0.573,0.571913,-6.73684,0.1003075,"Multiple_Complex","Multiple_Complex"
"TC0500013310.hg.1",0.803,0.573,-0.571912,-6.73684,-0.0814981,"Multiple_Complex","Multiple_Complex"
"TC0100007646.hg.1",0.803,0.573,-0.571903,-6.73684,-0.1221419,"Multiple_Complex","Multiple_Complex"
"TC1100012419.hg.1",0.803,0.573,0.571771,-6.73692,0.1228812,"Multiple_Complex","Multiple_Complex"
"TC1300008892.hg.1",0.803,0.573,0.571756,-6.73693,0.1178631,"Multiple_Complex","Multiple_Complex"
"TC1600011582.hg.1",0.803,0.573,0.57161,-6.73701,0.1405756,"Multiple_Complex","Multiple_Complex"
"TC0200015570.hg.1",0.803,0.573,-0.571605,-6.73702,-0.0692475,"Coding","Coding"
"TC1600009446.hg.1",0.803,0.573,0.571598,-6.73702,0.1115775,"Multiple_Complex","Multiple_Complex"
"TC1600010244.hg.1",0.803,0.573,0.571553,-6.73705,0.0704706,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR17013139.hg.1",0.803,0.573,-0.571457,-6.7371,-0.1223438,"---","---"
"TC1600011505.hg.1",0.803,0.573,-0.571438,-6.73711,-0.1353375,"Multiple_Complex","Multiple_Complex"
"TC1900008428.hg.1",0.803,0.573,0.571331,-6.73718,0.0840869,"Multiple_Complex","Multiple_Complex"
"TC0800007949.hg.1",0.803,0.573,-0.571311,-6.73719,-0.1241875,"Multiple_Complex","Multiple_Complex"
"TC0400007617.hg.1",0.803,0.574,0.571188,-6.73726,0.1496,"Multiple_Complex","Multiple_Complex"
"TC1200012238.hg.1",0.803,0.574,0.571171,-6.73727,0.1255,"Multiple_Complex","Multiple_Complex"
"TC1400006494.hg.1",0.803,0.574,-0.571108,-6.73731,-0.11768,"Coding","Coding"
"TC0200012297.hg.1",0.803,0.574,-0.570953,-6.7374,-0.1449375,"Multiple_Complex","Multiple_Complex"
"TC0800010297.hg.1",0.803,0.574,0.570942,-6.7374,0.0939406,"Multiple_Complex","Multiple_Complex"
"TC0700010198.hg.1",0.804,0.574,0.570814,-6.73748,0.1099737,"Multiple_Complex","Multiple_Complex"
"TC1900011305.hg.1",0.804,0.574,0.570704,-6.73754,0.1082181,"Multiple_Complex","Multiple_Complex"
"TC2000010033.hg.1",0.804,0.574,-0.570689,-6.73755,-0.0947531,"NonCoding","NonCoding"
"TC0300010515.hg.1",0.804,0.574,0.570566,-6.73762,0.1468894,"Multiple_Complex","Multiple_Complex"
"TC2200009014.hg.1",0.804,0.574,-0.570545,-6.73763,-0.08541,"Coding","Coding"
"TC0800007007.hg.1",0.804,0.574,0.570393,-6.73772,0.0852219,"Multiple_Complex","Multiple_Complex"
"TC1700006574.hg.1",0.804,0.574,0.570354,-6.73774,0.137885,"Multiple_Complex","Multiple_Complex"
"TC0700008147.hg.1",0.804,0.574,-0.57033,-6.73776,-0.1049938,"Multiple_Complex","Multiple_Complex"
"TC1100012389.hg.1",0.804,0.574,0.570319,-6.73776,0.1230475,"Multiple_Complex","Multiple_Complex"
"TC1100007650.hg.1",0.804,0.574,-0.570267,-6.73779,-0.1145537,"Coding","Coding"
"TC1200011741.hg.1",0.804,0.574,-0.57007,-6.73791,-0.1310969,"Multiple_Complex","Multiple_Complex"
"TC1700009706.hg.1",0.804,0.574,0.570045,-6.73792,0.07933,"Coding","Coding"
"TC0X00010628.hg.1",0.804,0.574,-0.570043,-6.73792,-0.1226525,"Coding","Coding"
"TC1100009495.hg.1",0.804,0.574,-0.570023,-6.73794,-0.1068294,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR22012556.hg.1",0.804,0.574,0.569864,-6.73803,0.1127375,"---","---"
"TC1100013035.hg.1",0.804,0.574,0.56985,-6.73804,0.0876856,"NonCoding","NonCoding"
"TC0700009139.hg.1",0.804,0.574,-0.569825,-6.73805,-0.0750381,"Multiple_Complex","Multiple_Complex"
"TC0900006454.hg.1",0.804,0.574,0.569777,-6.73808,0.1094856,"Multiple_Complex","Multiple_Complex"
"TC0300013942.hg.1",0.804,0.575,-0.569706,-6.73812,-0.1093588,"NonCoding","NonCoding"
"TC0X00007523.hg.1",0.804,0.575,-0.569704,-6.73812,-0.1075425,"Multiple_Complex","Multiple_Complex"
"TC0200015720.hg.1",0.804,0.575,0.56965,-6.73815,0.1382044,"Multiple_Complex","Multiple_Complex"
"TC1900011813.hg.1",0.804,0.575,-0.569616,-6.73817,-0.1820681,"Multiple_Complex","Multiple_Complex"
"TC0100014313.hg.1",0.804,0.575,-0.569547,-6.73821,-0.1585931,"Unassigned","Unassigned"
"TC1100011543.hg.1",0.804,0.575,-0.56954,-6.73822,-0.153895,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-2995648_st",0.804,0.575,-0.569439,-6.73828,-0.1072931,"---","---"
"TC1600007335.hg.1",0.804,0.575,0.569225,-6.7384,0.0683175,"Multiple_Complex","Multiple_Complex"
"TC1200010899.hg.1",0.804,0.575,-0.569184,-6.73842,-0.1523288,"NonCoding","NonCoding"
"TC0800007626.hg.1",0.804,0.575,-0.568881,-6.7386,-0.0960819,"Coding","Coding"
"TC1100010703.hg.1",0.804,0.575,-0.568599,-6.73876,-0.1222831,"Coding","Coding"
"HTA2-pos-PSR02023992.hg.1",0.804,0.575,-0.568507,-6.73882,-0.2310044,"---","---"
"TC0200008323.hg.1",0.804,0.575,0.568435,-6.73886,0.151575,"Multiple_Complex","Multiple_Complex"
"HTA2-pos-PSR12026870.hg.1",0.804,0.575,-0.568258,-6.73896,-0.1535031,"---","---"
"TC0200014260.hg.1",0.804,0.576,0.568232,-6.73898,0.0922525,"Multiple_Complex","Multiple_Complex"
